@RELATION arff/apiDataMockup.arff

@ATTRIBUTE pokemonId numeric
@ATTRIBUTE longitude numeric
@ATTRIBUTE latitude numeric
@ATTRIBUTE appearedLocalTime string
@ATTRIBUTE _id string
@ATTRIBUTE source {POKESNIPER, POKERADAR}
@ATTRIBUTE cellId_90m numeric
@ATTRIBUTE cellId_180m numeric
@ATTRIBUTE cellId_370m numeric
@ATTRIBUTE cellId_730m numeric
@ATTRIBUTE cellId_1460m numeric
@ATTRIBUTE cellId_2920m numeric
@ATTRIBUTE cellId_5850m numeric
@ATTRIBUTE appearedTimeOfDay {morning, night, evening}
@ATTRIBUTE appearedHour numeric
@ATTRIBUTE appearedMinute numeric
@ATTRIBUTE appearedDayOfWeek {Tuesday, Monday}
@ATTRIBUTE appearedDay numeric
@ATTRIBUTE appearedMonth numeric
@ATTRIBUTE appearedYear numeric
@ATTRIBUTE typeSteel {false, true}
@ATTRIBUTE typeGhost {false, true}
@ATTRIBUTE typeElectric {false, true}
@ATTRIBUTE typeIce {false, true}
@ATTRIBUTE typeNormal {false, true}
@ATTRIBUTE typeFire {false, true}
@ATTRIBUTE typePsychic {false, true}
@ATTRIBUTE typeFlying {false, true}
@ATTRIBUTE typePoison {true, false}
@ATTRIBUTE typeDragon {false, true}
@ATTRIBUTE typeWater {true, false}
@ATTRIBUTE typeFighting {false, true}
@ATTRIBUTE typeRock {false, true}
@ATTRIBUTE typeFairy {false}
@ATTRIBUTE typeGrass {false, true}
@ATTRIBUTE typeBug {false, true}
@ATTRIBUTE typeGround {false, true}
@ATTRIBUTE terrainType numeric
@ATTRIBUTE closeToWater {true, false}
@ATTRIBUTE city {Sydney, New_York, Los_Angeles, Jakarta, Honolulu}
@ATTRIBUTE continent {Australia, America, Asia, Pacific}
@ATTRIBUTE weather {Overcast, Clear, MostlyCloudy}
@ATTRIBUTE temperature numeric
@ATTRIBUTE humidity numeric
@ATTRIBUTE windSpeed numeric
@ATTRIBUTE windBearing numeric
@ATTRIBUTE pressure numeric
@ATTRIBUTE weatherIcon {cloudy, clear-night, clear-day, partly-cloudy-night}
@ATTRIBUTE sunriseMinutesMidnight numeric
@ATTRIBUTE sunriseHour numeric
@ATTRIBUTE sunriseMinute numeric
@ATTRIBUTE sunriseMinutesSince numeric
@ATTRIBUTE sunsetMinutesMidnight numeric
@ATTRIBUTE sunsetHour numeric
@ATTRIBUTE sunsetMinute numeric
@ATTRIBUTE sunsetMinutesBefore numeric
@ATTRIBUTE co-occ90m_Id1 {false, true}
@ATTRIBUTE co-occ90m_Id2 {false}
@ATTRIBUTE co-occ90m_Id3 {false}
@ATTRIBUTE co-occ90m_Id4 {false, true}
@ATTRIBUTE co-occ90m_Id5 {false}
@ATTRIBUTE co-occ90m_Id6 {false}
@ATTRIBUTE co-occ90m_Id7 {false, true}
@ATTRIBUTE co-occ90m_Id8 {false}
@ATTRIBUTE co-occ90m_Id9 {false}
@ATTRIBUTE co-occ90m_Id10 {false, true}
@ATTRIBUTE co-occ90m_Id11 {false}
@ATTRIBUTE co-occ90m_Id12 {false}
@ATTRIBUTE co-occ90m_Id13 {false, true}
@ATTRIBUTE co-occ90m_Id14 {false}
@ATTRIBUTE co-occ90m_Id15 {false, true}
@ATTRIBUTE co-occ90m_Id16 {false, true}
@ATTRIBUTE co-occ90m_Id17 {false, true}
@ATTRIBUTE co-occ90m_Id18 {false, true}
@ATTRIBUTE co-occ90m_Id19 {false, true}
@ATTRIBUTE co-occ90m_Id20 {false}
@ATTRIBUTE co-occ90m_Id21 {false, true}
@ATTRIBUTE co-occ90m_Id22 {false}
@ATTRIBUTE co-occ90m_Id23 {false, true}
@ATTRIBUTE co-occ90m_Id24 {false}
@ATTRIBUTE co-occ90m_Id25 {false, true}
@ATTRIBUTE co-occ90m_Id26 {false}
@ATTRIBUTE co-occ90m_Id27 {false}
@ATTRIBUTE co-occ90m_Id28 {false}
@ATTRIBUTE co-occ90m_Id29 {false, true}
@ATTRIBUTE co-occ90m_Id30 {false}
@ATTRIBUTE co-occ90m_Id31 {false}
@ATTRIBUTE co-occ90m_Id32 {false, true}
@ATTRIBUTE co-occ90m_Id33 {false}
@ATTRIBUTE co-occ90m_Id34 {false}
@ATTRIBUTE co-occ90m_Id35 {false}
@ATTRIBUTE co-occ90m_Id36 {false}
@ATTRIBUTE co-occ90m_Id37 {false}
@ATTRIBUTE co-occ90m_Id38 {false}
@ATTRIBUTE co-occ90m_Id39 {false}
@ATTRIBUTE co-occ90m_Id40 {false}
@ATTRIBUTE co-occ90m_Id41 {false, true}
@ATTRIBUTE co-occ90m_Id42 {false}
@ATTRIBUTE co-occ90m_Id43 {false, true}
@ATTRIBUTE co-occ90m_Id44 {false}
@ATTRIBUTE co-occ90m_Id45 {false}
@ATTRIBUTE co-occ90m_Id46 {false, true}
@ATTRIBUTE co-occ90m_Id47 {false, true}
@ATTRIBUTE co-occ90m_Id48 {false, true}
@ATTRIBUTE co-occ90m_Id49 {false}
@ATTRIBUTE co-occ90m_Id50 {false, true}
@ATTRIBUTE co-occ90m_Id51 {false}
@ATTRIBUTE co-occ90m_Id52 {false}
@ATTRIBUTE co-occ90m_Id53 {false, true}
@ATTRIBUTE co-occ90m_Id54 {false, true}
@ATTRIBUTE co-occ90m_Id55 {false}
@ATTRIBUTE co-occ90m_Id56 {false}
@ATTRIBUTE co-occ90m_Id57 {false}
@ATTRIBUTE co-occ90m_Id58 {false}
@ATTRIBUTE co-occ90m_Id59 {false}
@ATTRIBUTE co-occ90m_Id60 {false, true}
@ATTRIBUTE co-occ90m_Id61 {false}
@ATTRIBUTE co-occ90m_Id62 {false}
@ATTRIBUTE co-occ90m_Id63 {false, true}
@ATTRIBUTE co-occ90m_Id64 {false}
@ATTRIBUTE co-occ90m_Id65 {false}
@ATTRIBUTE co-occ90m_Id66 {false}
@ATTRIBUTE co-occ90m_Id67 {false}
@ATTRIBUTE co-occ90m_Id68 {false}
@ATTRIBUTE co-occ90m_Id69 {false, true}
@ATTRIBUTE co-occ90m_Id70 {false}
@ATTRIBUTE co-occ90m_Id71 {false}
@ATTRIBUTE co-occ90m_Id72 {false, true}
@ATTRIBUTE co-occ90m_Id73 {false}
@ATTRIBUTE co-occ90m_Id74 {false, true}
@ATTRIBUTE co-occ90m_Id75 {false, true}
@ATTRIBUTE co-occ90m_Id76 {false}
@ATTRIBUTE co-occ90m_Id77 {false, true}
@ATTRIBUTE co-occ90m_Id78 {false}
@ATTRIBUTE co-occ90m_Id79 {false}
@ATTRIBUTE co-occ90m_Id80 {false}
@ATTRIBUTE co-occ90m_Id81 {false}
@ATTRIBUTE co-occ90m_Id82 {false}
@ATTRIBUTE co-occ90m_Id83 {false}
@ATTRIBUTE co-occ90m_Id84 {false}
@ATTRIBUTE co-occ90m_Id85 {false}
@ATTRIBUTE co-occ90m_Id86 {false}
@ATTRIBUTE co-occ90m_Id87 {false}
@ATTRIBUTE co-occ90m_Id88 {false}
@ATTRIBUTE co-occ90m_Id89 {false}
@ATTRIBUTE co-occ90m_Id90 {false, true}
@ATTRIBUTE co-occ90m_Id91 {false}
@ATTRIBUTE co-occ90m_Id92 {false, true}
@ATTRIBUTE co-occ90m_Id93 {false}
@ATTRIBUTE co-occ90m_Id94 {false}
@ATTRIBUTE co-occ90m_Id95 {false}
@ATTRIBUTE co-occ90m_Id96 {false}
@ATTRIBUTE co-occ90m_Id97 {false}
@ATTRIBUTE co-occ90m_Id98 {false, true}
@ATTRIBUTE co-occ90m_Id99 {false}
@ATTRIBUTE co-occ90m_Id100 {false, true}
@ATTRIBUTE co-occ90m_Id101 {false}
@ATTRIBUTE co-occ90m_Id102 {false, true}
@ATTRIBUTE co-occ90m_Id103 {false}
@ATTRIBUTE co-occ90m_Id104 {false}
@ATTRIBUTE co-occ90m_Id105 {false}
@ATTRIBUTE co-occ90m_Id106 {false}
@ATTRIBUTE co-occ90m_Id107 {false}
@ATTRIBUTE co-occ90m_Id108 {false}
@ATTRIBUTE co-occ90m_Id109 {false}
@ATTRIBUTE co-occ90m_Id110 {false}
@ATTRIBUTE co-occ90m_Id111 {false}
@ATTRIBUTE co-occ90m_Id112 {false}
@ATTRIBUTE co-occ90m_Id113 {false}
@ATTRIBUTE co-occ90m_Id114 {false}
@ATTRIBUTE co-occ90m_Id115 {false}
@ATTRIBUTE co-occ90m_Id116 {false, true}
@ATTRIBUTE co-occ90m_Id117 {false}
@ATTRIBUTE co-occ90m_Id118 {false, true}
@ATTRIBUTE co-occ90m_Id119 {false, true}
@ATTRIBUTE co-occ90m_Id120 {false, true}
@ATTRIBUTE co-occ90m_Id121 {false}
@ATTRIBUTE co-occ90m_Id122 {false}
@ATTRIBUTE co-occ90m_Id123 {false}
@ATTRIBUTE co-occ90m_Id124 {false}
@ATTRIBUTE co-occ90m_Id125 {false}
@ATTRIBUTE co-occ90m_Id126 {false}
@ATTRIBUTE co-occ90m_Id127 {false}
@ATTRIBUTE co-occ90m_Id128 {false}
@ATTRIBUTE co-occ90m_Id129 {false, true}
@ATTRIBUTE co-occ90m_Id130 {false}
@ATTRIBUTE co-occ90m_Id131 {false}
@ATTRIBUTE co-occ90m_Id132 {false}
@ATTRIBUTE co-occ90m_Id133 {false, true}
@ATTRIBUTE co-occ90m_Id134 {false}
@ATTRIBUTE co-occ90m_Id135 {false}
@ATTRIBUTE co-occ90m_Id136 {false}
@ATTRIBUTE co-occ90m_Id137 {false}
@ATTRIBUTE co-occ90m_Id138 {false, true}
@ATTRIBUTE co-occ90m_Id139 {false}
@ATTRIBUTE co-occ90m_Id140 {false}
@ATTRIBUTE co-occ90m_Id141 {false}
@ATTRIBUTE co-occ90m_Id142 {false}
@ATTRIBUTE co-occ90m_Id143 {false}
@ATTRIBUTE co-occ90m_Id144 {false}
@ATTRIBUTE co-occ90m_Id145 {false}
@ATTRIBUTE co-occ90m_Id146 {false}
@ATTRIBUTE co-occ90m_Id147 {false, true}
@ATTRIBUTE co-occ90m_Id148 {false}
@ATTRIBUTE co-occ90m_Id149 {false, true}
@ATTRIBUTE co-occ90m_Id150 {false}
@ATTRIBUTE co-occ90m_Id151 {false}
@ATTRIBUTE class {otherId, isId16}

@DATA
121,151.201729,-33.868343,2016-09-02T17:55:41.000Z,57c92f926ffa1ace02c48f11,POKESNIPER,7715420671274123264,7715420671207014400,7715420670401708032,7715420671475449856,7715420684360351744,7715420632820744192,7715420701540220928,evening,19,55,Tuesday,2,8,2016,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,13,true,Sydney,Australia,MostlyCloudy,16.1,0.81,18.98,0,995.16,partly-cloudy-night,372,6,12,-137,1059,17,39,824,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,otherId
78,106.818621,-6.401949,2016-09-02T14:58:12.000Z,57c92f926ffa1ace02c48f18,POKESNIPER,3344463545134743552,3344463545336070144,3344463544530763776,3344463541309538304,3344463528424636416,3344463476885028864,3344463408165552128,evening,16,58,Tuesday,2,8,2016,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,13,false,Jakarta,Asia,MostlyCloudy,25.5,0.9,1.94,350,1011.26,partly-cloudy-night,354,5,54,964,1073,17,53,-245,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,otherId
103,-73.952101,40.797885,2016-09-02T03:58:20.000Z,57c92f926ffa1ace02c48f19,POKESNIPER,9926767121482645504,9926767121549754368,9926767121281318912,9926767124502544384,9926767128797511680,9926767077257904128,9926767283416334336,night,5,58,Tuesday,2,8,2016,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,13,false,New_York,America,Clear,22.4,0.63,9.52,338,1013.94,clear-night,384,6,24,1054,1169,19,29,-269,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,otherId
119,151.202275,-33.875996,2016-09-02T17:58:44.000Z,57c92f926ffa1ace02c48f1b,POKESNIPER,7715420681072017408,7715420680870690816,7715420681139126272,7715420680065384448,7715420684360351744,7715420632820744192,7715420701540220928,evening,19,58,Tuesday,2,8,2016,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,13,true,Sydney,Australia,MostlyCloudy,16.1,0.81,18.98,0,995.16,partly-cloudy-night,372,6,12,-137,1059,17,39,824,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,otherId
147,151.200272,-33.873966,2016-09-02T07:59:41.000Z,57c92f926ffa1ace02c48f21,POKESNIPER,7715420677313921024,7715420677112594432,7715420676844158976,7715420680065384448,7715420684360351744,7715420632820744192,7715420701540220928,morning,9,59,Tuesday,2,8,2016,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,13,true,Sydney,Australia,Overcast,16.0,0.94,7.14,138,1003.94,cloudy,373,6,13,700,1059,17,39,-14,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,otherId
8,-74.018583,40.704655,2016-09-02T03:58:53.000Z,57c92f926ffa1ace02c48f1d,POKESNIPER,9926595544652709888,9926595544585601024,9926595543780294656,9926595540559069184,9926595536264101888,9926595553443971072,9926595759602401280,night,5,58,Tuesday,2,8,2016,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,13,true,New_York,America,Clear,22.2,0.61,10.26,334,1014.03,clear-night,384,6,24,1049,1169,19,29,-264,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,otherId
127,-73.969091,40.771141,2016-09-02T04:00:14.000Z,57c92f926ffa1ace02c48f23,POKESNIPER,9926594303944032256,9926594303876923392,9926594304682229760,9926594303608487936,9926594299313520640,9926594316493389824,9926594110334959616,night,6,0,Tuesday,2,8,2016,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,13,false,New_York,America,Clear,22.3,0.62,9.46,337,1013.98,clear-night,385,6,25,-385,1168,19,28,1168,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,otherId
133,-158.022832362927,21.3971045551346,2016-09-01T21:40:30.000Z,57c92fab691d56d302ad0997,POKERADAR,8935254497614102528,8935254497815429120,8935254497010122752,8935254493788897280,8935254480903995392,8935254429364387840,8935254635522818048,night,23,40,Monday,1,8,2016,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,13,true,Honolulu,Pacific,Clear,30.7,0.54,14.67,74,1015.69,clear-day,377,6,17,323,1129,18,49,429,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,otherId
58,-158.019758316494,21.3825719682375,2016-09-01T21:41:47.000Z,57c92fab691d56d302ad0998,POKERADAR,8935251873657520128,8935251873590411264,8935251872785104896,8935251873858846720,8935251869563879424,8935251818024271872,8935251886743748608,night,23,41,Monday,1,8,2016,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,13,true,Honolulu,Pacific,Clear,30.8,0.53,14.81,73,1015.69,clear-day,377,6,17,324,1129,18,49,428,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,otherId
20,-158.030843528197,21.3412263581047,2016-09-01T21:43:21.000Z,57c92fab691d56d302ad0999,POKERADAR,8935252238461304832,8935252238662631424,8935252237857325056,8935252234636099584,8935252247521001472,8935252230341132288,8935252436499562496,night,23,43,Monday,1,8,2016,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,13,true,Honolulu,Pacific,Clear,31.3,0.52,14.96,71,1015.75,clear-day,377,6,17,326,1129,18,49,426,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,otherId
13,-158.025161187971,21.3858699400972,2016-09-01T21:37:36.000Z,57c92fab691d56d302ad099a,POKERADAR,8935251714743730176,8935251714676621312,8935251713871314944,8935251710650089472,8935251697765187584,8935251680585318400,8935251886743748608,night,23,37,Monday,1,8,2016,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,13,true,Honolulu,Pacific,Clear,30.8,0.53,14.81,73,1015.69,clear-day,377,6,17,324,1129,18,49,428,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,otherId
111,-158.178587393019,21.4274725418414,2016-09-01T21:38:23.000Z,57c92fab691d56d302ad099b,POKERADAR,8935293553899208704,8935293554100535296,8935293553295228928,8935293552221487104,8935293547926519808,8935293599466127360,8935293668185604096,night,23,38,Monday,1,8,2016,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,0,true,Honolulu,Pacific,Clear,31.1,0.54,14.35,71,1015.61,clear-day,377,6,17,321,1130,18,50,432,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,otherId
22,-73.97405,40.774392,2016-09-02T04:03:31.000Z,57c92f926ffa1ace02c48f28,POKESNIPER,9926593891895607296,9926593892096933888,9926593892365369344,9926593891291627520,9926593886996660224,9926593904176529408,9926594110334959616,night,6,3,Tuesday,2,8,2016,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,13,false,New_York,America,Clear,22.3,0.62,9.46,337,1013.98,clear-night,385,6,25,-385,1168,19,28,1168,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,otherId
127,-158.028421545889,21.3866694009348,2016-09-01T21:39:23.000Z,57c92fab691d56d302ad099c,POKERADAR,8935251723065229312,8935251723266555904,8935251722461249536,8935251719240024064,8935251732124925952,8935251680585318400,8935251886743748608,night,23,39,Monday,1,8,2016,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,13,true,Honolulu,Pacific,Clear,30.8,0.53,14.81,73,1015.69,clear-day,377,6,17,324,1129,18,49,428,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,otherId
13,-158.022459751079,21.4957484141055,2016-09-01T21:39:34.000Z,57c92fab691d56d302ad099f,POKERADAR,8935244521478815744,8935244521680142336,8935244521948577792,8935244520874835968,8935244516579868672,8935244533759737856,8935244739918168064,night,23,39,Monday,1,8,2016,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,13,true,Honolulu,Pacific,Clear,29.9,0.6,15.39,70,1015.3,clear-day,377,6,17,322,1129,18,49,430,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,otherId
133,-158.021155609956,21.4962745761554,2016-09-01T21:39:04.000Z,57c92fab691d56d302ad09a0,POKERADAR,8935244521076162560,8935244521143271424,8935244521948577792,8935244520874835968,8935244516579868672,8935244533759737856,8935244739918168064,night,23,39,Monday,1,8,2016,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,13,true,Honolulu,Pacific,Clear,29.9,0.6,15.39,70,1015.3,clear-day,377,6,17,322,1129,18,49,430,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,otherId
